geo_type;region;date;driving;walking;transit
country/region;Chile;25.01.2020;18.81;-16.8;
country/region;Chile;26.01.2020;-0.34;-40.45;
country/region;Chile;27.01.2020;7.13;0.85;
country/region;Chile;28.01.2020;2.57;-2.4;
country/region;Chile;29.01.2020;1.5;-3.98;
country/region;Chile;30.01.2020;6.61;1.29;
country/region;Chile;31.01.2020;31.48;7.44;
country/region;Chile;01.02.2020;29.34;-13.13;
country/region;Chile;02.02.2020;2.43;-39.67;
country/region;Chile;03.02.2020;12.31;-1.21;
country/region;Chile;04.02.2020;9.69;3.85;
country/region;Chile;05.02.2020;13.49;6.43;
country/region;Chile;06.02.2020;17.69;5.25;
country/region;Chile;07.02.2020;39.24;12.31;
country/region;Chile;08.02.2020;35.2;-6.52;
country/region;Chile;09.02.2020;11.81;-34.3;
country/region;Chile;10.02.2020;22.24;2.72;
country/region;Chile;11.02.2020;15.22;4.7;
country/region;Chile;12.02.2020;16.03;5.16;
country/region;Chile;13.02.2020;23.72;12.07;
country/region;Chile;14.02.2020;47.07;20.99;
country/region;Chile;15.02.2020;33.92;-6.92;
country/region;Chile;16.02.2020;9.45;-31.9;
country/region;Chile;17.02.2020;21.37;6.39;
country/region;Chile;18.02.2020;14.62;3.2;
country/region;Chile;19.02.2020;16.11;3.6;
country/region;Chile;20.02.2020;18.84;6.98;
country/region;Chile;21.02.2020;36.88;11.69;
country/region;Chile;22.02.2020;28.4;-6.25;
country/region;Chile;23.02.2020;1.01;-34.04;
country/region;Chile;24.02.2020;7.67;0.87;
country/region;Chile;25.02.2020;6.95;6.68;
country/region;Chile;26.02.2020;5.08;5.07;
country/region;Chile;27.02.2020;11.11;13.44;
country/region;Chile;28.02.2020;31.65;26.14;
country/region;Chile;29.02.2020;23.39;-5.3;
country/region;Chile;01.03.2020;-15.91;-39.36;
country/region;Chile;02.03.2020;-4.86;2.1;
country/region;Chile;03.03.2020;-5.17;7.23;
country/region;Chile;04.03.2020;-4.46;8.74;
country/region;Chile;05.03.2020;-4.21;7.85;
country/region;Chile;06.03.2020;14.72;19.14;
country/region;Chile;07.03.2020;11.25;-9.61;
country/region;Chile;08.03.2020;-31.01;-34.63;
country/region;Chile;09.03.2020;-11.59;3.23;
country/region;Chile;10.03.2020;-4.1;16.27;
country/region;Chile;11.03.2020;-6.08;11.48;
country/region;Chile;12.03.2020;-8.84;8.83;
country/region;Chile;13.03.2020;9.18;10.85;
country/region;Chile;14.03.2020;0.69;-15.51;
country/region;Chile;15.03.2020;-41.8;-54.74;
country/region;Chile;16.03.2020;-39.01;-37.58;
country/region;Chile;17.03.2020;-48.23;-52.46;
country/region;Chile;18.03.2020;-54.91;-62.5;
country/region;Chile;19.03.2020;-60.61;-69.81;
country/region;Chile;20.03.2020;-60.61;-71.47;
country/region;Chile;21.03.2020;-71.06;-81.17;
country/region;Chile;22.03.2020;-80.62;-86.87;
country/region;Chile;23.03.2020;-69.63;-77.09;
country/region;Chile;24.03.2020;-67.88;-76.87;
country/region;Chile;25.03.2020;-68.26;-77.24;
country/region;Chile;26.03.2020;-62.23;-73.52;
country/region;Chile;27.03.2020;-71.81;-81.92;
country/region;Chile;28.03.2020;-76.15;-84.16;
country/region;Chile;29.03.2020;-81.02;-87.24;
country/region;Chile;30.03.2020;-72.11;-80.61;
country/region;Chile;31.03.2020;-70.07;-79.67;
country/region;Chile;01.04.2020;-69.16;-79.07;
country/region;Chile;02.04.2020;-68.25;-78.77;
country/region;Chile;03.04.2020;-67.38;-75.93;
country/region;Chile;04.04.2020;-71.97;-81.4;
country/region;Chile;05.04.2020;-77.7;-85.1;
country/region;Chile;06.04.2020;-68;-76.38;
country/region;Chile;07.04.2020;-65.37;-75.09;
country/region;Chile;08.04.2020;-64.8;-76.38;
country/region;Chile;09.04.2020;-63.55;-75.48;
country/region;Chile;10.04.2020;-74.9;-82.07;
country/region;Chile;11.04.2020;-73.48;-81.86;
country/region;Chile;12.04.2020;-79.61;-86.31;
country/region;Chile;13.04.2020;-63.71;-73.52;
country/region;Chile;14.04.2020;-63.98;-73.89;
country/region;Chile;15.04.2020;-62.86;-75.22;
country/region;Colombia;13.01.2020;0;0;
country/region;Colombia;14.01.2020;-2.15;3.15;
country/region;Colombia;15.01.2020;-0.35;4.44;
country/region;Colombia;16.01.2020;-2.78;2.96;
country/region;Colombia;17.01.2020;9.1;12.65;
country/region;Colombia;18.01.2020;20.38;16.71;
country/region;Colombia;19.01.2020;3.25;1;
country/region;Colombia;20.01.2020;-4.37;-2.48;
country/region;Colombia;21.01.2020;-6.05;2.29;
country/region;Colombia;22.01.2020;-4.63;0.24;
country/region;Colombia;23.01.2020;-5.26;-1.05;
country/region;Colombia;24.01.2020;6.37;13.08;
country/region;Colombia;25.01.2020;22.27;17.66;
country/region;Colombia;26.01.2020;2.01;-1.05;
country/region;Colombia;27.01.2020;-10.65;-8.16;
country/region;Colombia;28.01.2020;-7.24;-3.34;
country/region;Colombia;29.01.2020;-9.23;-12.22;
country/region;Colombia;30.01.2020;-8.55;0.43;
country/region;Colombia;31.01.2020;2.23;5.35;
country/region;Colombia;01.02.2020;19.07;16.13;
country/region;Colombia;02.02.2020;2.2;-2.34;
country/region;Colombia;03.02.2020;-13.12;-6.06;
country/region;Colombia;04.02.2020;-9.02;-3.39;
country/region;Colombia;05.02.2020;-8.52;3.01;
country/region;Colombia;06.02.2020;-11.51;-2.82;
country/region;Colombia;07.02.2020;7.74;11.12;
country/region;Colombia;08.02.2020;27.12;24.15;
country/region;Colombia;09.02.2020;3.77;-5.49;
country/region;Colombia;10.02.2020;-8.76;-5.2;
country/region;Colombia;11.02.2020;-7.3;-4.3;
country/region;Colombia;12.02.2020;-7.49;-4.3;
country/region;Colombia;13.02.2020;-8.07;-2.63;
country/region;Colombia;14.02.2020;6.82;9.45;
country/region;Colombia;15.02.2020;20.98;17.66;
country/region;Colombia;16.02.2020;1.06;-6.4;
country/region;Colombia;17.02.2020;-9.87;-5.97;
country/region;Colombia;18.02.2020;-10.05;-4.49;
country/region;Colombia;19.02.2020;-8.41;-4.34;
country/region;Colombia;20.02.2020;-4.93;-3.15;
country/region;Colombia;21.02.2020;10.22;7.59;
country/region;Colombia;22.02.2020;28.49;27.88;
country/region;Colombia;23.02.2020;5.41;5.82;
country/region;Colombia;24.02.2020;-6.65;0.57;
country/region;Colombia;25.02.2020;-10.43;-7.49;
country/region;Colombia;26.02.2020;-11.69;-4.44;
country/region;Colombia;27.02.2020;-15.01;-7.54;
country/region;Colombia;28.02.2020;-3.15;2.34;
country/region;Colombia;29.02.2020;18.23;14.18;
country/region;Colombia;01.03.2020;-10.59;-10.12;
country/region;Colombia;02.03.2020;-21.54;-16.56;
country/region;Colombia;03.03.2020;-17.88;-12.17;
country/region;Colombia;04.03.2020;-17.77;-8.26;
country/region;Colombia;05.03.2020;-13.92;-4.58;
country/region;Colombia;06.03.2020;-4.77;-0.53;
country/region;Colombia;07.03.2020;18.34;21.48;
country/region;Colombia;08.03.2020;-9.02;-5.11;
country/region;Colombia;09.03.2020;-20.9;-16.66;
country/region;Colombia;10.03.2020;-18.68;-8.64;
country/region;Colombia;11.03.2020;-27.34;-18;
country/region;Colombia;12.03.2020;-29.68;-19.47;
country/region;Colombia;13.03.2020;-19.72;-9.31;
country/region;Colombia;14.03.2020;-5.72;1.43;
country/region;Colombia;15.03.2020;-33;-28.31;
country/region;Colombia;16.03.2020;-46;-38.28;
country/region;Colombia;17.03.2020;-50.8;-45.92;
country/region;Colombia;18.03.2020;-56.49;-55.37;
country/region;Colombia;19.03.2020;-56.16;-51.84;
country/region;Colombia;20.03.2020;-63.94;-58.19;
country/region;Colombia;21.03.2020;-76.23;-69.74;
country/region;Colombia;22.03.2020;-78;-73.27;
country/region;Colombia;23.03.2020;-74.92;-67.73;
country/region;Colombia;24.03.2020;-72.23;-67.78;
country/region;Colombia;25.03.2020;-77.04;-70.21;
country/region;Colombia;26.03.2020;-76.12;-70.31;
country/region;Colombia;27.03.2020;-76.21;-70.74;
country/region;Colombia;28.03.2020;-74.41;-68.07;
country/region;Colombia;29.03.2020;-74.8;-67.64;
country/region;Colombia;30.03.2020;-74.59;-68.83;
country/region;Colombia;31.03.2020;-74.43;-68.74;
country/region;Colombia;01.04.2020;-74.15;-66.78;
country/region;Colombia;02.04.2020;-73.22;-68.07;
country/region;Colombia;03.04.2020;-73.77;-68.74;
country/region;Colombia;04.04.2020;-72.67;-66.54;
country/region;Colombia;05.04.2020;-73.17;-65.16;
country/region;Colombia;06.04.2020;-72.87;-68.4;
country/region;Colombia;07.04.2020;-71.84;-64.06;
country/region;Colombia;08.04.2020;-70.9;-65.25;
country/region;Colombia;09.04.2020;-70.84;-63.58;
country/region;Colombia;10.04.2020;-73.6;-62.15;
country/region;Colombia;11.04.2020;-70.62;-62.53;
country/region;Colombia;12.04.2020;-73.69;-66.68;
country/region;Colombia;13.04.2020;-72.48;-66.3;
country/region;Colombia;14.04.2020;-70.35;-60.95;
country/region;Colombia;15.04.2020;-70.18;-63.05;
country/region;Croatia;13.01.2020;0;0;
country/region;Croatia;14.01.2020;2.23;3.28;
country/region;Croatia;15.01.2020;2.77;5.83;
country/region;Croatia;16.01.2020;-1.81;4.89;
country/region;Croatia;17.01.2020;8.51;17.78;
country/region;Croatia;18.01.2020;8.06;1.14;
country/region;Croatia;19.01.2020;5.89;-11.21;
country/region;Croatia;20.01.2020;-4.27;-3.31;
country/region;Croatia;21.01.2020;-2.96;1.8;
country/region;Croatia;22.01.2020;-2.07;5.26;
country/region;Croatia;23.01.2020;0.48;4.07;
country/region;Croatia;24.01.2020;5.52;9.04;
country/region;Croatia;25.01.2020;3.48;8;
country/region;Croatia;26.01.2020;-3.52;-24.2;
country/region;Croatia;27.01.2020;-2.8;-2.02;
country/region;Croatia;28.01.2020;-5.96;-4.37;
country/region;Croatia;29.01.2020;-4.29;0.15;
country/region;Croatia;30.01.2020;-4.87;-0.52;
country/region;Croatia;31.01.2020;4.87;19.06;
country/region;Croatia;01.02.2020;10.08;12.15;
country/region;Croatia;02.02.2020;3.36;-8.94;
country/region;Croatia;03.02.2020;-7.25;4.57;
country/region;Croatia;04.02.2020;-1.99;-7.88;
country/region;Croatia;05.02.2020;1.33;-7.21;
country/region;Croatia;06.02.2020;-1.09;3.16;
country/region;Croatia;07.02.2020;7.41;15.26;
country/region;Croatia;08.02.2020;12.64;15.14;
country/region;Croatia;09.02.2020;8.77;-11.21;
country/region;Croatia;10.02.2020;-1.56;1.8;
country/region;Croatia;11.02.2020;-0.13;6.96;
country/region;Croatia;12.02.2020;2.82;7.73;
country/region;Croatia;13.02.2020;3.02;6.49;
country/region;Croatia;14.02.2020;21.46;27.78;
country/region;Croatia;15.02.2020;22.94;40.59;
country/region;Croatia;16.02.2020;22.61;16;
country/region;Croatia;17.02.2020;3.11;9.78;
country/region;Croatia;18.02.2020;3.34;5.26;
country/region;Croatia;19.02.2020;3.49;15.23;
country/region;Croatia;20.02.2020;9.22;19.68;
country/region;Croatia;21.02.2020;23.42;40.79;
country/region;Croatia;22.02.2020;24;43.65;
country/region;Croatia;23.02.2020;17.8;15.43;
country/region;Croatia;24.02.2020;1.27;15.11;
country/region;Croatia;25.02.2020;-2.34;18.62;
country/region;Croatia;26.02.2020;-4.68;-4.22;
country/region;Croatia;27.02.2020;-1.69;10.22;
country/region;Croatia;28.02.2020;6.94;14.86;
country/region;Croatia;29.02.2020;2.18;13.85;
country/region;Croatia;01.03.2020;-2.72;-24.2;
country/region;Croatia;02.03.2020;-8.24;9.06;
country/region;Croatia;03.03.2020;-4.78;5.85;
country/region;Croatia;04.03.2020;-4.88;9.6;
country/region;Croatia;05.03.2020;1.01;19.11;
country/region;Croatia;06.03.2020;8.84;27.88;
country/region;Croatia;07.03.2020;3.38;22.35;
country/region;Croatia;08.03.2020;1.47;-9.83;
country/region;Croatia;09.03.2020;-6.39;2.57;
country/region;Croatia;10.03.2020;-10.61;-2.52;
country/region;Croatia;11.03.2020;-13.66;5.73;
country/region;Croatia;12.03.2020;-22.53;-12.12;
country/region;Croatia;13.03.2020;-28.11;-24.3;
country/region;Croatia;14.03.2020;-42.99;-39.51;
country/region;Croatia;15.03.2020;-49.95;-49.19;
country/region;Croatia;16.03.2020;-54.18;-52.77;
country/region;Croatia;17.03.2020;-55.12;-50.17;
country/region;Croatia;18.03.2020;-59.01;-56.77;
country/region;Croatia;19.03.2020;-60.34;-59.31;
country/region;Croatia;20.03.2020;-60.13;-58.96;
country/region;Croatia;21.03.2020;-69.15;-75.33;
country/region;Croatia;22.03.2020;-59.77;-79.6;
country/region;Croatia;23.03.2020;-72.44;-79.14;
country/region;Croatia;24.03.2020;-78.07;-81.95;
country/region;Croatia;25.03.2020;-78.68;-82.94;
country/region;Croatia;26.03.2020;-78.21;-80.69;
country/region;Croatia;27.03.2020;-76.42;-77.85;
country/region;Croatia;28.03.2020;-79.49;-78.79;
country/region;Croatia;29.03.2020;-78.53;-79.21;
country/region;Croatia;30.03.2020;-75.55;-75.65;
country/region;Croatia;31.03.2020;-73.59;-73.78;
country/region;Croatia;01.04.2020;-74.02;-72.69;
country/region;Croatia;02.04.2020;-72.03;-68.57;
country/region;Croatia;03.04.2020;-73.23;-68.35;
country/region;Croatia;04.04.2020;-73.8;-66.37;
country/region;Croatia;05.04.2020;-73.82;-66.64;
country/region;Croatia;06.04.2020;-69.53;-67.83;
country/region;Croatia;07.04.2020;-68.17;-64.32;
country/region;Croatia;08.04.2020;-67.79;-63.26;
country/region;Croatia;09.04.2020;-64.47;-61.41;
country/region;Croatia;10.04.2020;-67.1;-59.36;
country/region;Croatia;11.04.2020;-73.85;-66.59;
country/region;Croatia;12.04.2020;-77.55;-70.96;
country/region;Croatia;13.04.2020;-70.5;-62.42;
country/region;Croatia;14.04.2020;-69.35;-71.01;
country/region;Croatia;15.04.2020;-65.39;-61.36;
country/region;Czech Republic;13.01.2020;0;0;0
country/region;Czech Republic;14.01.2020;1.17;-0.08;-1.98
country/region;Czech Republic;15.01.2020;6.68;3.24;1.88
country/region;Czech Republic;16.01.2020;9.34;7.32;3.3
country/region;Czech Republic;17.01.2020;23.54;36.65;7.22
country/region;Czech Republic;18.01.2020;12.54;39.38;1.48
country/region;Czech Republic;19.01.2020;5.38;-0.23;-7.54
country/region;Czech Republic;20.01.2020;-0.74;-1.45;-2.66
country/region;Czech Republic;21.01.2020;1.99;-1.22;0.71
country/region;Czech Republic;22.01.2020;7.94;7.31;7.19
country/region;Czech Republic;23.01.2020;8.64;10.07;10.59
country/region;Czech Republic;24.01.2020;19.07;32.94;8.15
country/region;Czech Republic;25.01.2020;11.51;41.48;-1.1
country/region;Czech Republic;26.01.2020;2.61;3.78;-5
country/region;Czech Republic;27.01.2020;1.47;7.72;-1.47
country/region;Czech Republic;28.01.2020;5.2;6.75;2.76
country/region;Czech Republic;29.01.2020;7.57;8.07;6.37
country/region;Czech Republic;30.01.2020;9.63;11.73;5.84
country/region;Czech Republic;31.01.2020;17.92;44.4;11.99
country/region;Czech Republic;01.02.2020;13.7;58.48;7.65
country/region;Czech Republic;02.02.2020;9.45;12.81;5.53
country/region;Czech Republic;03.02.2020;8.48;18.53;13.82
country/region;Czech Republic;04.02.2020;9.26;10.04;8.92
country/region;Czech Republic;05.02.2020;9.62;13.82;12.78
country/region;Czech Republic;06.02.2020;11.94;18.77;12.95
country/region;Czech Republic;07.02.2020;28.92;55.45;24.36
country/region;Czech Republic;08.02.2020;25.16;66.52;16.18
country/region;Czech Republic;09.02.2020;15.82;23.72;4.74
country/region;Czech Republic;10.02.2020;6.97;10.92;12.94
country/region;Czech Republic;11.02.2020;14.42;18.46;19.33
country/region;Czech Republic;12.02.2020;18.95;25.25;25.96
country/region;Czech Republic;13.02.2020;22.99;37.26;26.84
country/region;Czech Republic;14.02.2020;42.36;85.6;38.83
country/region;Czech Republic;15.02.2020;35.66;95.4;29.78
country/region;Czech Republic;16.02.2020;20.36;40.22;20.25
country/region;Czech Republic;17.02.2020;15.34;42.74;32.3
country/region;Czech Republic;18.02.2020;16.58;42.46;30.94
country/region;Czech Republic;19.02.2020;19.7;37.55;32.73
country/region;Czech Republic;20.02.2020;20.49;41.99;32.5
country/region;Czech Republic;21.02.2020;37.04;62.88;27.66
country/region;Czech Republic;22.02.2020;30.49;83.22;29.48
country/region;Czech Republic;23.02.2020;16.86;25.01;15.25
country/region;Czech Republic;24.02.2020;14.4;38.05;30.3
country/region;Czech Republic;25.02.2020;16.85;41.77;34.87
country/region;Czech Republic;26.02.2020;15.37;34.97;33.55
country/region;Czech Republic;27.02.2020;18;34.91;33.47
country/region;Czech Republic;28.02.2020;25.78;55.47;25.72
country/region;Czech Republic;29.02.2020;17.44;58.14;16.89
country/region;Czech Republic;01.03.2020;12.31;23.3;12.91
country/region;Czech Republic;02.03.2020;7.43;21.16;16.96
country/region;Czech Republic;03.03.2020;7.64;9.33;21.02
country/region;Czech Republic;04.03.2020;17.5;22.69;27.75
country/region;Czech Republic;05.03.2020;14.66;25.02;23.83
country/region;Czech Republic;06.03.2020;29.65;49.8;27.78
country/region;Czech Republic;07.03.2020;14.79;47.64;13.1
country/region;Czech Republic;08.03.2020;11.5;19.83;7.2
country/region;Czech Republic;09.03.2020;6.7;7.93;8.91
country/region;Czech Republic;10.03.2020;-0.77;-1.22;-0.27
country/region;Czech Republic;11.03.2020;0.34;-4.85;-3.94
country/region;Czech Republic;12.03.2020;-7.65;-8.24;-24
country/region;Czech Republic;13.03.2020;-15.87;-30.76;-44.72
country/region;Czech Republic;14.03.2020;-37.37;-52.52;-63.01
country/region;Czech Republic;15.03.2020;-36.44;-61.92;-69.56
country/region;Czech Republic;16.03.2020;-51.15;-74.5;-79.89
country/region;Czech Republic;17.03.2020;-53.02;-75.24;-82.68
country/region;Czech Republic;18.03.2020;-51.62;-72.58;-84.15
country/region;Czech Republic;19.03.2020;-52.38;-73.95;-82.87
country/region;Czech Republic;20.03.2020;-54.05;-75.03;-83.94
country/region;Czech Republic;21.03.2020;-67.3;-83.87;-85.31
country/region;Czech Republic;22.03.2020;-62.44;-82.5;-84.9
country/region;Czech Republic;23.03.2020;-54.4;-77.87;-84.14
country/region;Czech Republic;24.03.2020;-51.93;-76.02;-82.62
country/region;Czech Republic;25.03.2020;-50.47;-76.12;-82.1
country/region;Czech Republic;26.03.2020;-50.95;-76.81;-83.17
country/region;Czech Republic;27.03.2020;-45.38;-69.54;-82.03
country/region;Czech Republic;28.03.2020;-48.18;-65.76;-82.26
country/region;Czech Republic;29.03.2020;-55.4;-78.71;-83.87
country/region;Czech Republic;30.03.2020;-49.18;-75.31;-81.96
country/region;Czech Republic;31.03.2020;-48.57;-77.21;-82.77
country/region;Czech Republic;01.04.2020;-44.42;-71.3;-81.35
country/region;Czech Republic;02.04.2020;-42.57;-70.07;-80.69
country/region;Czech Republic;03.04.2020;-45.4;-72.9;-82.57
country/region;Czech Republic;04.04.2020;-51.41;-70.15;-82.24
country/region;Czech Republic;05.04.2020;-39.15;-60.4;-77.89
country/region;Czech Republic;06.04.2020;-37.22;-64.1;-78.86
country/region;Czech Republic;07.04.2020;-31.54;-59.99;-76.61
country/region;Czech Republic;08.04.2020;-27.96;-58.21;-75.11
country/region;Czech Republic;09.04.2020;-25.22;-57.06;-72.52
country/region;Czech Republic;10.04.2020;-33.9;-57.76;-73.99
country/region;Czech Republic;11.04.2020;-32.93;-54.48;-73.53
country/region;Czech Republic;12.04.2020;-34.59;-53.63;-74.57
country/region;Czech Republic;13.04.2020;-45.8;-75.01;-78.8
country/region;Czech Republic;14.04.2020;-32.11;-68.8;-75.53
country/region;Czech Republic;15.04.2020;-24.53;-60.09;-72.72
country/region;Denmark;13.01.2020;0;0;0
country/region;Denmark;14.01.2020;3.67;-0.69;-1.91
country/region;Denmark;15.01.2020;5.55;4.04;-1.78
country/region;Denmark;16.01.2020;4.16;7.99;-0.45
country/region;Denmark;17.01.2020;10.4;31.4;11.53
country/region;Denmark;18.01.2020;5.47;26.32;8.82
country/region;Denmark;19.01.2020;3.52;-3.6;2.06
country/region;Denmark;20.01.2020;2.37;2.74;-3.59
country/region;Denmark;21.01.2020;4.12;4.03;-0.9
country/region;Denmark;22.01.2020;7.02;8.79;-0.42
country/region;Denmark;23.01.2020;7.19;6.78;3.12
country/region;Denmark;24.01.2020;12.43;33.24;14.83
country/region;Denmark;25.01.2020;6.45;33.19;11.8
country/region;Denmark;26.01.2020;-0.5;-10.96;-1.79
country/region;Denmark;27.01.2020;0.78;-2.71;0.76
country/region;Denmark;28.01.2020;3.15;5.64;5.78
country/region;Denmark;29.01.2020;6.05;12.5;8.27
country/region;Denmark;30.01.2020;7.95;15.06;11.65
country/region;Denmark;31.01.2020;21.58;46.15;27.94
country/region;Denmark;01.02.2020;14.3;40.82;20.71
country/region;Denmark;02.02.2020;10.32;4.73;15.79
country/region;Denmark;03.02.2020;5.32;5.01;3.61
country/region;Denmark;04.02.2020;7.72;6.31;2.2
country/region;Denmark;05.02.2020;8.5;11.81;7.19
country/region;Denmark;06.02.2020;7.35;10.86;2.62
country/region;Denmark;07.02.2020;14.06;31.5;15.24
country/region;Denmark;08.02.2020;5.43;31.07;12.3
country/region;Denmark;09.02.2020;-6.01;-22.87;1.45
country/region;Denmark;10.02.2020;3.42;1.2;3.7
country/region;Denmark;11.02.2020;7.14;4.24;7.76
country/region;Denmark;12.02.2020;8.02;4.43;3.61
country/region;Denmark;13.02.2020;10.03;19.29;5.5
country/region;Denmark;14.02.2020;13.19;41.38;14.41
country/region;Denmark;15.02.2020;4.27;25.1;12.56
country/region;Denmark;16.02.2020;-1.07;-18.83;7.51
country/region;Denmark;17.02.2020;2.21;-2.64;5.58
country/region;Denmark;18.02.2020;7.19;7.58;11.99
country/region;Denmark;19.02.2020;10.27;17.17;14.15
country/region;Denmark;20.02.2020;12.79;20.13;22.5
country/region;Denmark;21.02.2020;18.37;45.54;30.37
country/region;Denmark;22.02.2020;9.78;23.99;24.55
country/region;Denmark;23.02.2020;3.25;-11.03;6.04
country/region;Denmark;24.02.2020;3.9;0.38;2.94
country/region;Denmark;25.02.2020;10.44;-1.22;4.58
country/region;Denmark;26.02.2020;10.13;7.83;6.09
country/region;Denmark;27.02.2020;12.25;15.52;4.81
country/region;Denmark;28.02.2020;24.22;47.94;20.99
country/region;Denmark;29.02.2020;16.13;35.36;20.91
country/region;Denmark;01.03.2020;7.98;-3.7;5.83
country/region;Denmark;02.03.2020;3.48;4.5;-1.07
country/region;Denmark;03.03.2020;8.13;6.18;2.88
country/region;Denmark;04.03.2020;9.36;11.64;1.65
country/region;Denmark;05.03.2020;10.75;15.88;3.03
country/region;Denmark;06.03.2020;18.81;37.78;15.12
country/region;Denmark;07.03.2020;13.75;43.34;9.95
country/region;Denmark;08.03.2020;4.49;-9.1;-2.71
country/region;Denmark;09.03.2020;1.64;-2.63;-6.05
country/region;Denmark;10.03.2020;0.99;-6.47;-8.86
country/region;Denmark;11.03.2020;-9.63;-8.14;-22.44
country/region;Denmark;12.03.2020;-32.38;-45.11;-51.3
country/region;Denmark;13.03.2020;-33.03;-37.96;-54.93
country/region;Denmark;14.03.2020;-37.95;-33.09;-60.35
country/region;Denmark;15.03.2020;-43.51;-53.33;-66.09
country/region;Denmark;16.03.2020;-37.38;-44.1;-67.31
country/region;Denmark;17.03.2020;-41.18;-50.16;-71.83
country/region;Denmark;18.03.2020;-44.54;-54.09;-74.24
country/region;Denmark;19.03.2020;-40.22;-43.7;-70.84
country/region;Denmark;20.03.2020;-39.77;-45.15;-72.03
country/region;Denmark;21.03.2020;-43.41;-40.71;-72.86
country/region;Denmark;22.03.2020;-44.19;-49.13;-72.58
country/region;Denmark;23.03.2020;-40.79;-47.89;-73.93
country/region;Denmark;24.03.2020;-39.52;-46.83;-73.49
country/region;Denmark;25.03.2020;-37.07;-43.09;-73.67
country/region;Denmark;26.03.2020;-35.67;-41.2;-72.99
country/region;Denmark;27.03.2020;-33.54;-36.02;-72.79
country/region;Denmark;28.03.2020;-37.43;-35.76;-71.31
country/region;Denmark;29.03.2020;-40.62;-49.1;-72.61
country/region;Denmark;30.03.2020;-35.39;-45.73;-72.24
country/region;Denmark;31.03.2020;-29.2;-39.12;-70.98
country/region;Denmark;01.04.2020;-30.47;-45.38;-71.45
country/region;Denmark;02.04.2020;-30.92;-46.8;-70.45
country/region;Denmark;03.04.2020;-27.66;-41.2;-71.66
country/region;Denmark;04.04.2020;-32.16;-35.38;-68.29
country/region;Denmark;05.04.2020;-24.51;-27.76;-66.46
country/region;Denmark;06.04.2020;-15.33;-19.79;-65.22
country/region;Denmark;07.04.2020;-13.11;-18.9;-64.71
country/region;Denmark;08.04.2020;-10.19;-19.16;-64.76
country/region;Denmark;09.04.2020;-25.67;-27.99;-66.24
country/region;Denmark;10.04.2020;-25.34;-26.28;-65.46
country/region;Denmark;11.04.2020;-28.68;-34.02;-67.41
country/region;Denmark;12.04.2020;-28.46;-30.55;-65.6
country/region;Denmark;13.04.2020;-26.42;-39.35;-64.74
country/region;Denmark;14.04.2020;-22.12;-33.51;-65.64
country/region;Denmark;15.04.2020;-19.68;-29.08;-62.91
country/region;Egypt;13.01.2020;0;0;
country/region;Egypt;14.01.2020;-1.22;-3.55;
country/region;Egypt;15.01.2020;4.14;0.74;
country/region;Egypt;16.01.2020;13.6;3.42;
country/region;Egypt;17.01.2020;-7.1;-8.07;
country/region;Egypt;18.01.2020;0.18;-3.62;
country/region;Egypt;19.01.2020;-0.24;-2.12;
country/region;Egypt;20.01.2020;-0.28;1.38;
country/region;Egypt;21.01.2020;3.72;-0.21;
country/region;Egypt;22.01.2020;8.55;9.75;
country/region;Egypt;23.01.2020;30.19;19.96;
country/region;Egypt;24.01.2020;13.81;3.75;
country/region;Egypt;25.01.2020;8.49;7.34;
country/region;Egypt;26.01.2020;18.84;21.22;
country/region;Egypt;27.01.2020;20.56;27.33;
country/region;Egypt;28.01.2020;22.58;17.43;
country/region;Egypt;29.01.2020;27.68;24.53;
country/region;Egypt;30.01.2020;38.14;27.5;
country/region;Egypt;31.01.2020;32.62;19.9;
country/region;Egypt;01.02.2020;24.99;19.24;
country/region;Egypt;02.02.2020;23.04;23.75;
country/region;Egypt;03.02.2020;21.73;20.26;
country/region;Egypt;04.02.2020;23.38;17.73;
country/region;Egypt;05.02.2020;28.78;25.59;
country/region;Egypt;06.02.2020;31.39;21.57;
country/region;Egypt;07.02.2020;22.99;12;
country/region;Egypt;08.02.2020;17.6;14.43;
country/region;Egypt;09.02.2020;5.82;3.05;
country/region;Egypt;10.02.2020;5.39;13.75;
country/region;Egypt;11.02.2020;7.62;11.12;
country/region;Egypt;12.02.2020;14.49;15.16;
country/region;Egypt;13.02.2020;28.91;22.06;
country/region;Egypt;14.02.2020;19.09;13.41;
country/region;Egypt;15.02.2020;16.49;17.62;
country/region;Egypt;16.02.2020;9.34;7.69;
country/region;Egypt;17.02.2020;8.79;5.24;
country/region;Egypt;18.02.2020;8.41;7.74;
country/region;Egypt;19.02.2020;16.21;14.05;
country/region;Egypt;20.02.2020;23.01;16.34;
country/region;Egypt;21.02.2020;11.49;7.23;
country/region;Egypt;22.02.2020;13.4;12.59;
country/region;Egypt;23.02.2020;5.67;4.8;
country/region;Egypt;24.02.2020;75.25;16.83;
country/region;Egypt;25.02.2020;2.74;4.13;
country/region;Egypt;26.02.2020;17.01;15.58;
country/region;Egypt;27.02.2020;30.7;21.44;
country/region;Egypt;28.02.2020;12.34;12.94;
country/region;Egypt;29.02.2020;16.23;14.19;
country/region;Egypt;01.03.2020;5.29;6.62;
country/region;Egypt;02.03.2020;6.31;7.1;
country/region;Egypt;03.03.2020;9.89;10.36;
country/region;Egypt;04.03.2020;12.82;13.06;
